date,app_name,country,keyword,keyword_rank,category_rank
2026-03-18,Yahoo Finance,AU,portfolio tracker,3,
2026-03-18,MarketWatch,AU,portfolio tracker,42,
2026-03-18,Simply Wall St,AU,dividend tracker,,
2026-03-18,Sharesight,AU,dividend tracker,148,
2026-03-18,Snowball Analytics,AU,dividend tracker,5,
2026-03-18,Seeking Alpha,AU,dividend tracker,20,
2026-03-18,Yahoo Finance,AU,dividend tracker,10,
2026-03-18,MarketWatch,AU,dividend tracker,,
2026-03-18,Simply Wall St,CA,stock analysis,12,
2026-03-18,Sharesight,CA,stock analysis,,
2026-03-18,Snowball Analytics,CA,stock analysis,,
2026-03-18,Seeking Alpha,CA,stock analysis,8,
2026-03-18,Yahoo Finance,CA,stock analysis,2,69
2026-03-18,MarketWatch,CA,stock analysis,10,
2026-03-18,Simply Wall St,CA,stock research,8,
2026-03-18,Sharesight,CA,stock research,,
2026-03-18,Snowball Analytics,CA,stock research,,
2026-03-18,Seeking Alpha,CA,stock research,2,
2026-03-18,Yahoo Finance,CA,stock research,3,69
2026-03-18,MarketWatch,CA,stock research,11,
2026-03-18,Simply Wall St,CA,stock screener,36,
2026-03-18,Sharesight,CA,stock screener,,
2026-03-18,Snowball Analytics,CA,stock screener,,
2026-03-18,Seeking Alpha,CA,stock screener,,
2026-03-18,Yahoo Finance,CA,stock screener,3,69
2026-03-18,MarketWatch,CA,stock screener,27,
2026-03-18,Simply Wall St,CA,portfolio tracker,12,
2026-03-18,Sharesight,CA,portfolio tracker,139,
2026-03-18,Snowball Analytics,CA,portfolio tracker,11,
2026-03-18,Seeking Alpha,CA,portfolio tracker,9,
2026-03-18,Yahoo Finance,CA,portfolio tracker,2,69
2026-03-18,MarketWatch,CA,portfolio tracker,,
2026-03-18,Simply Wall St,CA,dividend tracker,,
2026-03-18,Sharesight,CA,dividend tracker,,
2026-03-18,Snowball Analytics,CA,dividend tracker,6,
2026-03-18,Seeking Alpha,CA,dividend tracker,,
2026-03-18,Yahoo Finance,CA,dividend tracker,12,69
2026-03-18,MarketWatch,CA,dividend tracker,,
2026-03-18,Simply Wall St,DE,stock analysis,11,
2026-03-18,Sharesight,DE,stock analysis,,
2026-03-18,Snowball Analytics,DE,stock analysis,,
2026-03-18,Seeking Alpha,DE,stock analysis,4,
2026-03-18,Yahoo Finance,DE,stock analysis,3,
2026-03-18,MarketWatch,DE,stock analysis,6,
2026-03-18,Simply Wall St,DE,stock research,4,
2026-03-18,Sharesight,DE,stock research,,
2026-03-18,Snowball Analytics,DE,stock research,,
2026-03-18,Seeking Alpha,DE,stock research,5,
2026-03-18,Yahoo Finance,DE,stock research,3,
2026-03-18,MarketWatch,DE,stock research,34,
2026-03-18,Simply Wall St,DE,stock screener,19,
2026-03-18,Sharesight,DE,stock screener,,
2026-03-18,Snowball Analytics,DE,stock screener,150,
2026-03-18,Seeking Alpha,DE,stock screener,,
2026-03-18,Yahoo Finance,DE,stock screener,3,
2026-03-18,MarketWatch,DE,stock screener,8,
2026-03-18,Simply Wall St,DE,portfolio tracker,23,
2026-03-18,Sharesight,DE,portfolio tracker,,
2026-03-18,Snowball Analytics,DE,portfolio tracker,32,
2026-03-18,Seeking Alpha,DE,portfolio tracker,11,
2026-03-18,Yahoo Finance,DE,portfolio tracker,6,
2026-03-18,MarketWatch,DE,portfolio tracker,,
2026-03-18,Simply Wall St,DE,dividend tracker,,
2026-03-18,Sharesight,DE,dividend tracker,123,
2026-03-18,Snowball Analytics,DE,dividend tracker,9,
2026-03-18,Seeking Alpha,DE,dividend tracker,,
2026-03-18,Yahoo Finance,DE,dividend tracker,10,
2026-03-18,MarketWatch,DE,dividend tracker,,
2026-03-18,Simply Wall St,GB,stock analysis,14,
2026-03-18,Sharesight,GB,stock analysis,,
2026-03-18,Snowball Analytics,GB,stock analysis,,
2026-03-18,Seeking Alpha,GB,stock analysis,6,
2026-03-18,Yahoo Finance,GB,stock analysis,2,
2026-03-18,MarketWatch,GB,stock analysis,10,
2026-03-18,Simply Wall St,GB,stock research,13,
2026-03-18,Sharesight,GB,stock research,,
2026-03-18,Snowball Analytics,GB,stock research,,
2026-03-18,Seeking Alpha,GB,stock research,2,
2026-03-18,Yahoo Finance,GB,stock research,6,
2026-03-18,MarketWatch,GB,stock research,7,
2026-03-18,Simply Wall St,GB,stock screener,35,
2026-03-18,Sharesight,GB,stock screener,,
2026-03-18,Snowball Analytics,GB,stock screener,,
2026-03-18,Seeking Alpha,GB,stock screener,,
2026-03-18,Yahoo Finance,GB,stock screener,2,
2026-03-18,MarketWatch,GB,stock screener,21,
2026-03-18,Simply Wall St,GB,portfolio tracker,27,
2026-03-18,Sharesight,GB,portfolio tracker,78,
2026-03-18,Snowball Analytics,GB,portfolio tracker,5,
2026-03-18,Seeking Alpha,GB,portfolio tracker,16,
2026-03-18,Yahoo Finance,GB,portfolio tracker,3,
2026-03-18,MarketWatch,GB,portfolio tracker,,
2026-03-18,Simply Wall St,GB,dividend tracker,,
2026-03-18,Sharesight,GB,dividend tracker,66,
2026-03-18,Snowball Analytics,GB,dividend tracker,5,
2026-03-18,Seeking Alpha,GB,dividend tracker,13,
2026-03-18,Yahoo Finance,GB,dividend tracker,8,
2026-03-18,MarketWatch,GB,dividend tracker,,
2026-03-19,Simply Wall St,US,stock analysis,14,
2026-03-19,Sharesight,US,stock analysis,,
2026-03-19,Snowball Analytics,US,stock analysis,,
2026-03-19,Seeking Alpha,US,stock analysis,8,
2026-03-19,Yahoo Finance,US,stock analysis,2,
2026-03-19,MarketWatch,US,stock analysis,7,
2026-03-19,Simply Wall St,US,stock research,8,
2026-03-19,Sharesight,US,stock research,,
2026-03-19,Snowball Analytics,US,stock research,,
2026-03-19,Seeking Alpha,US,stock research,3,
2026-03-19,Yahoo Finance,US,stock research,5,
2026-03-19,MarketWatch,US,stock research,7,
2026-03-19,Simply Wall St,US,stock screener,25,
2026-03-19,Sharesight,US,stock screener,,
2026-03-19,Snowball Analytics,US,stock screener,,
2026-03-19,Seeking Alpha,US,stock screener,,
2026-03-19,Yahoo Finance,US,stock screener,3,
2026-03-19,MarketWatch,US,stock screener,16,
2026-03-19,Simply Wall St,US,portfolio tracker,13,
2026-03-19,Sharesight,US,portfolio tracker,174,
2026-03-19,Snowball Analytics,US,portfolio tracker,4,
2026-03-19,Seeking Alpha,US,portfolio tracker,15,
2026-03-19,Yahoo Finance,US,portfolio tracker,2,
2026-03-19,MarketWatch,US,portfolio tracker,39,
2026-03-19,Simply Wall St,US,dividend tracker,,
2026-03-19,Sharesight,US,dividend tracker,,
2026-03-19,Snowball Analytics,US,dividend tracker,5,
2026-03-19,Seeking Alpha,US,dividend tracker,,
2026-03-19,Yahoo Finance,US,dividend tracker,10,
2026-03-19,MarketWatch,US,dividend tracker,,
2026-03-19,Simply Wall St,AU,stock analysis,14,
2026-03-19,Sharesight,AU,stock analysis,,
2026-03-19,Snowball Analytics,AU,stock analysis,,
2026-03-19,Seeking Alpha,AU,stock analysis,5,
2026-03-19,Yahoo Finance,AU,stock analysis,2,
2026-03-19,MarketWatch,AU,stock analysis,10,
2026-03-19,Simply Wall St,AU,stock research,10,
2026-03-19,Sharesight,AU,stock research,,
2026-03-19,Snowball Analytics,AU,stock research,,
2026-03-19,Seeking Alpha,AU,stock research,3,
2026-03-19,Yahoo Finance,AU,stock research,6,
2026-03-19,MarketWatch,AU,stock research,5,
2026-03-19,Simply Wall St,AU,stock screener,13,
2026-03-19,Sharesight,AU,stock screener,,
2026-03-19,Snowball Analytics,AU,stock screener,,
2026-03-19,Seeking Alpha,AU,stock screener,,
2026-03-19,Yahoo Finance,AU,stock screener,7,
2026-03-19,MarketWatch,AU,stock screener,32,
2026-03-19,Simply Wall St,AU,portfolio tracker,26,
2026-03-19,Sharesight,AU,portfolio tracker,108,
2026-03-19,Snowball Analytics,AU,portfolio tracker,5,
2026-03-19,Seeking Alpha,AU,portfolio tracker,18,
2026-03-19,Yahoo Finance,AU,portfolio tracker,2,
2026-03-19,MarketWatch,AU,portfolio tracker,38,
2026-03-19,Simply Wall St,AU,dividend tracker,,
2026-03-19,Sharesight,AU,dividend tracker,95,
2026-03-19,Snowball Analytics,AU,dividend tracker,5,
2026-03-19,Seeking Alpha,AU,dividend tracker,37,
2026-03-19,Yahoo Finance,AU,dividend tracker,18,
2026-03-19,MarketWatch,AU,dividend tracker,,
2026-03-19,Simply Wall St,CA,stock analysis,13,
2026-03-19,Sharesight,CA,stock analysis,,
2026-03-19,Snowball Analytics,CA,stock analysis,,
2026-03-19,Seeking Alpha,CA,stock analysis,8,
2026-03-19,Yahoo Finance,CA,stock analysis,2,65
2026-03-19,MarketWatch,CA,stock analysis,9,
2026-03-19,Simply Wall St,CA,stock research,8,
2026-03-19,Sharesight,CA,stock research,,
2026-03-19,Snowball Analytics,CA,stock research,,
2026-03-19,Seeking Alpha,CA,stock research,4,
2026-03-19,Yahoo Finance,CA,stock research,3,65
2026-03-19,MarketWatch,CA,stock research,10,
2026-03-19,Simply Wall St,CA,stock screener,36,
2026-03-19,Sharesight,CA,stock screener,,
2026-03-19,Snowball Analytics,CA,stock screener,,
2026-03-19,Seeking Alpha,CA,stock screener,,
2026-03-19,Yahoo Finance,CA,stock screener,3,65
2026-03-19,MarketWatch,CA,stock screener,30,
2026-03-19,Simply Wall St,CA,portfolio tracker,14,
2026-03-19,Sharesight,CA,portfolio tracker,143,
2026-03-19,Snowball Analytics,CA,portfolio tracker,12,
2026-03-19,Seeking Alpha,CA,portfolio tracker,9,
2026-03-19,Yahoo Finance,CA,portfolio tracker,2,65
2026-03-19,MarketWatch,CA,portfolio tracker,62,
2026-03-19,Simply Wall St,CA,dividend tracker,,
2026-03-19,Sharesight,CA,dividend tracker,,
2026-03-19,Snowball Analytics,CA,dividend tracker,6,
2026-03-19,Seeking Alpha,CA,dividend tracker,,
2026-03-19,Yahoo Finance,CA,dividend tracker,8,65
2026-03-19,MarketWatch,CA,dividend tracker,,
2026-03-19,Simply Wall St,DE,stock analysis,11,
2026-03-19,Sharesight,DE,stock analysis,,
2026-03-19,Snowball Analytics,DE,stock analysis,,
2026-03-19,Seeking Alpha,DE,stock analysis,4,
2026-03-19,Yahoo Finance,DE,stock analysis,3,
2026-03-19,MarketWatch,DE,stock analysis,10,
2026-03-19,Simply Wall St,DE,stock research,5,
2026-03-19,Sharesight,DE,stock research,,
2026-03-19,Snowball Analytics,DE,stock research,,
2026-03-19,Seeking Alpha,DE,stock research,7,
2026-03-19,Yahoo Finance,DE,stock research,3,
2026-03-19,MarketWatch,DE,stock research,29,
2026-03-19,Simply Wall St,DE,stock screener,21,
2026-03-19,Sharesight,DE,stock screener,,
2026-03-19,Snowball Analytics,DE,stock screener,156,
2026-03-19,Seeking Alpha,DE,stock screener,,
2026-03-19,Yahoo Finance,DE,stock screener,3,
2026-03-19,MarketWatch,DE,stock screener,9,
2026-03-19,Simply Wall St,DE,portfolio tracker,26,
2026-03-19,Sharesight,DE,portfolio tracker,,
2026-03-19,Snowball Analytics,DE,portfolio tracker,33,
2026-03-19,Seeking Alpha,DE,portfolio tracker,13,
2026-03-19,Yahoo Finance,DE,portfolio tracker,6,
2026-03-19,MarketWatch,DE,portfolio tracker,107,
2026-03-19,Simply Wall St,DE,dividend tracker,,
2026-03-19,Sharesight,DE,dividend tracker,110,
2026-03-19,Snowball Analytics,DE,dividend tracker,10,
2026-03-19,Seeking Alpha,DE,dividend tracker,,
2026-03-19,Yahoo Finance,DE,dividend tracker,8,
2026-03-19,MarketWatch,DE,dividend tracker,,
2026-03-19,Simply Wall St,GB,stock analysis,14,
2026-03-19,Sharesight,GB,stock analysis,,
2026-03-19,Snowball Analytics,GB,stock analysis,,
2026-03-19,Seeking Alpha,GB,stock analysis,6,
2026-03-19,Yahoo Finance,GB,stock analysis,2,
2026-03-19,MarketWatch,GB,stock analysis,13,
2026-03-19,Simply Wall St,GB,stock research,16,
2026-03-19,Sharesight,GB,stock research,,
2026-03-19,Snowball Analytics,GB,stock research,,
2026-03-19,Seeking Alpha,GB,stock research,2,
2026-03-19,Yahoo Finance,GB,stock research,9,
2026-03-19,MarketWatch,GB,stock research,10,
2026-03-19,Simply Wall St,GB,stock screener,34,
2026-03-19,Sharesight,GB,stock screener,,
2026-03-19,Snowball Analytics,GB,stock screener,,
2026-03-19,Seeking Alpha,GB,stock screener,,
2026-03-19,Yahoo Finance,GB,stock screener,2,
2026-03-19,MarketWatch,GB,stock screener,21,
2026-03-19,Simply Wall St,GB,portfolio tracker,27,
2026-03-19,Sharesight,GB,portfolio tracker,74,
2026-03-19,Snowball Analytics,GB,portfolio tracker,5,
2026-03-19,Seeking Alpha,GB,portfolio tracker,15,
2026-03-19,Yahoo Finance,GB,portfolio tracker,3,
2026-03-19,MarketWatch,GB,portfolio tracker,65,
2026-03-19,Simply Wall St,GB,dividend tracker,,
2026-03-19,Sharesight,GB,dividend tracker,67,
2026-03-19,Snowball Analytics,GB,dividend tracker,5,
2026-03-19,Seeking Alpha,GB,dividend tracker,12,
2026-03-19,Yahoo Finance,GB,dividend tracker,6,
2026-03-19,MarketWatch,GB,dividend tracker,,
